Course Code,Course Title,HEI Code,HEI,R1 Points,Year,ISCED
MI007,Early Childhood Care and Education,MI,Mary Immaculate College,357,2020,Education
MI008,Education and Psychology - Primary Teaching,MI,Mary Immaculate College,588,2020,Education
MI009,"Education, Business Studies and Accounting",MI,Mary Immaculate College,402,2020,Education
MI010,"Education, Business Studies and Religious Studies",MI,Mary Immaculate College,368,2020,Education
MI011,"Education, Gaeilge and Religious Studies",MI,Mary Immaculate College,409,2020,Education
MI012,"Education, Gaeilge and Business Studies",MI,Mary Immaculate College,401,2020,Education
MI013,"Education, Mathematics and Gaeilge",MI,Mary Immaculate College,444,2020,Education
MI014,"Education, Mathematics and Business Studies",MI,Mary Immaculate College,434,2020,Education
MU001,Theology and Arts,MU,"Pontifical University, St Patrick's College",290,2020,Interdisciplinary programmes and qualifications involving arts and humanities
MU002,Theology,MU,"Pontifical University, St Patrick's College",440,2020,Interdisciplinary programmes and qualifications involving arts and humanities
NC003,Computing (Degree Award options),NC,National College of Ireland (NCI),260,2020,Information and Communication Technologies (ICTs)
NC005,Human Resource Management,NC,National College of Ireland (NCI),300,2020,Business and administration
NC009,Business,NC,National College of Ireland (NCI),300,2020,Business and administration
NC010,Psychology,NC,National College of Ireland (NCI),400,2020,Social and behavioural sciences
NC020,Marketing Practice,NC,National College of Ireland (NCI),280,2020,Business and administration
NC022,Accounting and Finance,NC,National College of Ireland (NCI),337,2020,Business and administration
NC023,Technology Management (with specialisations),NC,National College of Ireland (NCI),261,2020,Information and Communication Technologies (ICTs)
NM801,Montessori Education,NM,St Nicholas Montessori College Ireland,220,2020,Education
PC405,"Social, Political and Community Studies",PC,"Carlow College, St. Patrick`s",253,2020,Social and behavioural sciences
PC410,Arts and Humanities (fulfils Teaching Council requirements),PC,"Carlow College, St. Patrick`s",252,2020,Humanities (except languages)
PC411,English and History (fulfils Teaching Council requirements),PC,"Carlow College, St. Patrick`s",255,2020,Humanities (except languages)
RC001,Medicine - Undergraduate Entry (HPAT required),RC,RCSI University of Medicine & Health Sciences,733,2020,Health
RC004,Physiotherapy,RC,RCSI University of Medicine & Health Sciences,566,2020,Health
RC005,Pharmacy,RC,RCSI University of Medicine & Health Sciences,579,2020,Health
SG141,Business,SG,"Institute of Technology, Sligo",261,2020,Business and administration
SG142,Business in International Marketing and Languages (French),SG,"Institute of Technology, Sligo",279,2020,Business and administration
SG144,Business in International Marketing and Languages (Spanish),SG,"Institute of Technology, Sligo",270,2020,Business and administration
SG146,Accounting,SG,"Institute of Technology, Sligo",309,2020,Business and administration
SG147,Sport with Business,SG,"Institute of Technology, Sligo",307,2020,Personal services
SG148,Tourism with Event Management,SG,"Institute of Technology, Sligo",269,2020,Personal services
SG241,Performing Arts,SG,"Institute of Technology, Sligo",328,2020,Arts
SG242,Early Childhood Care and Education,SG,"Institute of Technology, Sligo",279,2020,Welfare
SG243,Social Care Practice,SG,"Institute of Technology, Sligo",301,2020,Welfare
SG244,Fine Art,SG,"Institute of Technology, Sligo",505,2020,Arts
SG245,Creative Design,SG,"Institute of Technology, Sligo",282,2020,Arts
SG246,Computing,SG,"Institute of Technology, Sligo",290,2020,Information and Communication Technologies (ICTs)
SG247,English and Psychology,SG,"Institute of Technology, Sligo",309,2020,Social and behavioural sciences
SG248,Sociology and Politics,SG,"Institute of Technology, Sligo",281,2020,Social and behavioural sciences
SG249,Writing and Literature,SG,"Institute of Technology, Sligo",297,2020,Languages
SG250,Application Design and User Experience,SG,"Institute of Technology, Sligo",412,2020,Information and Communication Technologies (ICTs)
SG251,Computing (Smart Technologies),SG,"Institute of Technology, Sligo",327,2020,Information and Communication Technologies (ICTs)
SG252,Software Development,SG,"Institute of Technology, Sligo",307,2020,Information and Communication Technologies (ICTs)
SG253,Computer Networks and Cloud Infrastructure,SG,"Institute of Technology, Sligo",324,2020,Information and Communication Technologies (ICTs)
SG254,Writing and Literature Online,SG,"Institute of Technology, Sligo",225,2020,Languages
SG342,Civil Engineering,SG,"Institute of Technology, Sligo",415,2020,Architecture and construction
SG343,Quantity Surveying,SG,"Institute of Technology, Sligo",311,2020,Architecture and construction
SG346,Construction Project Management and Applied Technology,SG,"Institute of Technology, Sligo",291,2020,Architecture and construction
SG347,Architecture,SG,"Institute of Technology, Sligo",360,2020,Architecture and construction
SG348,Interior Architecture and Design,SG,"Institute of Technology, Sligo",316,2020,Architecture and construction
SG442,Occupational Safety and Health,SG,"Institute of Technology, Sligo",290,2020,Hygiene and occupational health services
SG443,Human Nutrition,SG,"Institute of Technology, Sligo",356,2020,Health
SG444,Science Undenominated,SG,"Institute of Technology, Sligo",338,2020,Biological and related sciences
SG445,Pharmaceutical Science with Drug Development,SG,"Institute of Technology, Sligo",311,2020,Physical sciences
SG447,Health Science and Physical Activity,SG,"Institute of Technology, Sligo",328,2020,Health
SG448,Forensic Investigation and Analysis,SG,"Institute of Technology, Sligo",306,2020,Biological and related sciences
SG449,Medical Biotechnology,SG,"Institute of Technology, Sligo",341,2020,Health
SG450,Environmental Science with Ecology (Level 8),SG,"Institute of Technology, Sligo",300,2020,Environment
TL801,"Animation, Visual Effects and Motion Design (Level 8)",TL,"Institute of Technology, Tralee",281,2020,Arts
TL802,"TV, Radio and New Media (Level 8)",TL,"Institute of Technology, Tralee",325,2020,Arts
TL810,Computing with Software Development,TL,"Institute of Technology, Tralee",310,2020,Information and Communication Technologies (ICTs)
TL811,Computing with Games Development,TL,"Institute of Technology, Tralee",358,2020,Information and Communication Technologies (ICTs)
TL815,Computing (Degree Award options),TL,"Institute of Technology, Tralee",308,2020,Information and Communication Technologies (ICTs)
TL823,Event Management (3 year programme),TL,"Institute of Technology, Tralee",299,2020,Personal services
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL,"Institute of Technology, Tralee",306,2020,Business and administration
TL844,Agricultural Engineering,TL,"Institute of Technology, Tralee",300,2020,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
TL845,Civil Engineering,TL,"Institute of Technology, Tralee",325,2020,Architecture and construction
TL847,Manufacturing Engineering,TL,"Institute of Technology, Tralee",302,2020,Manufacturing and processing
TL848,Agricultural Science,TL,"Institute of Technology, Tralee",308,2020,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary"
TL851,Wildlife Biology (Degree Award options),TL,"Institute of Technology, Tralee",309,2020,Environment
TL855,Pharmaceutical Science (Degree Award options),TL,"Institute of Technology, Tralee",317,2020,Health
TL858,Veterinary Bioscience,TL,"Institute of Technology, Tralee",308,2020,Veterinary
TL871,Health and Leisure (Degree Award options),TL,"Institute of Technology, Tralee",300,2020,Personal services
TL872,Health and Leisure with Massage,TL,"Institute of Technology, Tralee",309,2020,Personal services
TL873,Coaching and Sports Performance,TL,"Institute of Technology, Tralee",289,2020,Personal services
TL880,Early Childhood Care and Education,TL,"Institute of Technology, Tralee",307,2020,Welfare
TL881,Social Care,TL,"Institute of Technology, Tralee",308,2020,Welfare
TL890,General Nursing and Mature Applicants,TL,"Institute of Technology, Tralee",440,2020,Health
TL891,Mental Health Nursing and Mature Applicants,TL,"Institute of Technology, Tralee",389,2020,Health
TR002,Music,TR,Trinity College Dublin,435,2020,Arts
TR003,History,TR,Trinity College Dublin,497,2020,Humanities (except languages)
TR004,Law,TR,Trinity College Dublin,566,2020,Law
TR005,Philosophy,TR,Trinity College Dublin,442,2020,Humanities (except languages)
TR006,Psychology,TR,Trinity College Dublin,567,2020,Social and behavioural sciences
TR007,Clinical Speech and Language Studies,TR,Trinity College Dublin,529,2020,Health
TR009,Music Education,TR,Trinity College Dublin,420,2020,Education
TR012,History and Political Science,TR,Trinity College Dublin,555,2020,Humanities (except languages)
TR015,"Philosophy, Political Science, Economics and Sociology",TR,Trinity College Dublin,589,2020,Social and behavioural sciences
TR016,Deaf Studies,TR,Trinity College Dublin,340,2020,Languages
TR017,Law and Business,TR,Trinity College Dublin,602,2020,Law
TR018,Law and French,TR,Trinity College Dublin,565,2020,Law
TR019,Law and German,TR,Trinity College Dublin,543,2020,Law
TR020,Law and Political Science,TR,Trinity College Dublin,602,2020,Law
TR021,"Classics, Ancient History and Archaeology",TR,Trinity College Dublin,370,2020,Humanities (except languages)
TR022,Early and Modern Irish,TR,Trinity College Dublin,398,2020,Languages
TR023,English Studies,TR,Trinity College Dublin,487,2020,Languages
TR024,European Studies,TR,Trinity College Dublin,544,2020,Humanities (except languages)
TR025,Drama and Theatre Studies,TR,Trinity College Dublin,564,2020,Arts
TR028,Ancient and Medieval History and Culture,TR,Trinity College Dublin,342,2020,Humanities (except languages)
TR029,Political Science and Geography,TR,Trinity College Dublin,526,2020,Social and behavioural sciences
TR031,Mathematics,TR,Trinity College Dublin,531,2020,Mathematics and statistics
TR032,Engineering,TR,Trinity College Dublin,510,2020,Engineering and engineering trades
TR033,Computer Science,TR,Trinity College Dublin,509,2020,Information and Communication Technologies (ICTs)
TR034,Management Science and Information Systems Studies,TR,Trinity College Dublin,613,2020,Business and administration
TR035,Theoretical Physics,TR,Trinity College Dublin,543,2020,Physical sciences
TR038,Engineering with Management,TR,Trinity College Dublin,532,2020,Engineering and engineering trades
TR039,Computer Science and Language,TR,Trinity College Dublin,454,2020,Information and Communication Technologies (ICTs)
TR040,Middle Eastern and European Languages and Cultures,TR,Trinity College Dublin,466,2020,Languages
TR041,Religion,TR,Trinity College Dublin,368,2020,Humanities (except languages)
TR042,Film,TR,Trinity College Dublin,489,2020,Arts
TR043,History of Art and Architecture,TR,Trinity College Dublin,393,2020,Humanities (except languages)
